gaTrackerData.jobId,icon,name,highlightPhrase
3466886120,vacation,Vacation & Paid Time Off,"Specific sick days can't be taken for regular FTO. Initial vacation offer is 2 weeks, and nearly everyone negotiates this up."
3451288226,retirement,401K Plan,"good matching, pretty standard to most other similar companies of size, overall good"
3451288226,health,Health Insurance,"lots of different packages, good coverage for the whole family, vision, health, dental, easy to review and select"
3451288226,vacation,Vacation & Paid Time Off,"comprehensive, high number of days, maternity/paternity leave, bereavement, more than other companies (other large pharma)"
3463745138,vacation,Vacation & Paid Time Off,"Time off is time off, you accumulate leave like most places and can take it anytime you wish."
3463745138,health,Health Insurance,"Health insurance is good, but it is expensive"
3463745138,retirement,401K Plan,401k match is the best I have ever seen from a company.
3467043690,health,Health Insurance,The cost is higher than competitors that I know of.
3467043690,vacation,Vacation & Paid Time Off,Excellent combined vacation and sick days allowing for a lot of vacation if you are not sick often.
3467043690,retirement,401K Plan,"Match is OK, but not great."
3459420413,health,Health Insurance,Decent coverage but it is a high deductible plan which  may not work in favor of families with small children. Just something to consider. 
3459420413,retirement,401K Plan,The 401(k) has a good solid matching contribution
3459420413,wfh,Work From Home,Have the flexibility of WFH depending on the position and managers.                         
3394760965,retirement,401K Plan,Great for interns too as well. 
3394760965,health,Health Insurance,Package options were mediocre and expensive 
3394760965,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3466271280,health,Health Insurance,"only $5 a month for single employee, good coverage"
3466271280,retirement,401K Plan,"matching 6%, good 401k plan"
3466271280,food,Free Lunch or Snacks,Great culture. Company paid snacks and quarterly lunches
3392205756,health,Health Insurance,High deductible for the plan
3392205756,retirement,401K Plan,Company matching is offered at the company
3392205756,vacation,Vacation & Paid Time Off,Vacation and PTO policies re-evaluated periodically and updated to be consistent with market trends.
3438597809,health,Health Insurance,Getting paid back$$  for any expense is like pulling teeth!
3438597809,vacation,Vacation & Paid Time Off,not impressive amount of PTO days
3438597809,retirement,401K Plan,401k is the only thing that is good
3463394749,retirement,401K Plan,Great for interns too as well. 
3463394749,health,Health Insurance,Package options were mediocre and expensive 
3463394749,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3445900958,health,Health Insurance,"High deductable , a lot of providers"
3445900958,retirement,401K Plan,"Nice program , employer match  is good"
3445900958,vacation,Vacation & Paid Time Off,PTO is pro-rated from your start date to the end of the year. at the beginning of the year you then get 21 days accrued
3426374565,health,Health Insurance,Almost as expensive as getting it on the healthcare exchanges. 
3426374565,retirement,401K Plan,Decent match but absolutely no growth due to almost no investment choices. 
3426374565,vacation,Vacation & Paid Time Off,"Impossible to use time off due to understaffing. Company is ""overstaffed"" and hiring like crazy, but they're hiring based on social criteria not capability. Those good people who haven't left yet are left holding the bag. "
3314068849,health,Health Insurance,The health coverage is very affordable for myself and my family. 
3314068849,retirement,401K Plan,"I am glad they have a 401K plan, but there is no match. I hope as the company grows they will start matching their 401K plans. "
3314068849,food,Free Lunch or Snacks,"We get a paid 30 minute lunch, which is incredible. Also our location gets a company budget on snacks for the warehouse. "
3389983488,retirement,401K Plan,Great for interns too as well. 
3389983488,health,Health Insurance,Package options were mediocre and expensive 
3389983488,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3458690625,health,Health Insurance,the plans were higher than other companies 
3458690625,retirement,401K Plan,good employer match after one year
3458690625,vacation,Vacation & Paid Time Off,number of days vary per year
3397885922,health,Health Insurance,Paid for by the company. Dependents are partially paid for as well. 
3441655464,health,Health Insurance,Very good health insurance keeps you healthy
3441655464,vacation,Vacation & Paid Time Off,Nice vacation time off is good
3385927769,health,Health Insurance,flexible with 5 options to choose from
3385927769,retirement,401K Plan,Matches to the legal limit
3385927769,matPatLeave,Maternity & Paternity Leave,"i had to take car of my kids and they let me and it meant a lot to my wife and i 
"
3457146554,retirement,401K Plan,8%+ match; depends on age & tenure
3457146554,health,Health Insurance,BCBS; low cost; can get rebates for being healthy
3457146554,vacation,Vacation & Paid Time Off,"3 weeks given; you can ""buy"" an extra week."
3462756751,health,Health Insurance,"Good for the price I guess
"
3462756751,retirement,401K Plan,Great contributions and loan options.  
3462756751,vacation,Vacation & Paid Time Off,It's fine. Doable. But need more. 
3378048013,health,Health Insurance,Good health insurance but if you want a PPO you do have to pay for it especially if you add your family to it.
3378048013,retirement,401K Plan,There is a company match.
3378048013,vacation,Vacation & Paid Time Off,Unlimited so can't really beat that :)
3419972773,retirement,401K Plan,Great for interns too as well. 
3419972773,health,Health Insurance,Package options were mediocre and expensive 
3419972773,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3463493618,health,Health Insurance,portable HSA is a plus!
3463493618,retirement,401K Plan,"Not a huge match, (6%), but you can get assistance (1 on 1 with Fidelity) with your 401k at any time."
3463493618,wfh,Work From Home,Can work from home 1 day per week. Encouraged to work from home if sick/contagious.
3236873375,health,Health Insurance,Aetna - 2 Plans 
3236873375,vacation,Vacation & Paid Time Off,"3 Weeks, Builds up every 2 weeks by 6.46hrs
Will increase if you've been there like enough"
3236873375,wfh,Work From Home,"Not all projects can be done at home, but if so they are pretty flexible with work from home. It's important to be able to make your meetings though."
2885641146,health,Health Insurance,High cost with very little coverage
2885641146,vacation,Vacation & Paid Time Off,"10 federal holidays, however, if the Government has 11 such as during inauguration years, you will need to take PTO, even though you do not have the option to work.  If you work overtime,  you will not be compensated, but if you do not have 80 hours for the pay period, your pay WILL be docked. "
3419293366,health,Health Insurance,They have several different options for health care to choose from
3419293366,retirement,401K Plan,They match up to 3%
3419293366,vacation,Vacation & Paid Time Off,They have excellent vacation and sick time policies
3362949789,health,Health Insurance,Very competitive health plans including family benefits
